status,card_present,Tax_desc,Balance,Gender,Age,State,Amount,Movement,SalaryPerAnnum
1,1.00,0,10158.66,2,28,1.00,64.72,0,122680.56
1,0.00,0,2311.66,2,24,2.00,19.97,0,27979.56
1,1.00,0,6562.78,2,19,3.00,15.45,0,78938.76
1,1.00,2,9151.79,2,23,3.00,12.48,0,109971.24
1,1.00,2,1348.67,1,26,1.00,9.73,0,16300.80
1,1.00,2,2384.03,2,21,2.00,559.33,0,35320.32
1,1.00,2,5096.91,1,19,2.00,13.04,0,61319.40
1,1.00,2,1302.84,2,38,3.00,24.59,0,15929.16
1,1.00,0,5657.67,1,34,3.00,15.39,0,68076.72
1,0.00,0,2298.60,2,24,2.00,13.06,0,27739.92
1,1.00,0,6933.41,2,18,1.00,21.39,0,83457.60
1,1.00,0,1328.09,1,26,1.00,20.58,0,16184.04
1,1.00,0,6558.92,2,19,3.00,3.86,0,78753.36
1,1.00,0,6708.78,2,52,5.00,10.22,0,80628.00
1,0.00,0,6896.46,1,19,3.00,31.36,0,83133.84
1,1.00,0,17918.63,1,34,5.00,15.10,0,215204.76
1,1.00,0,6892.78,1,19,3.00,3.68,0,82757.52
2,0.80,1,7814.77,1,35,2.86,45.00,0,94317.24
1,1.00,2,1277.50,2,38,1.00,25.34,0,15634.08
1,1.00,0,15693.17,2,24,1.00,19.93,0,188557.20
1,0.00,0,10117.14,2,28,3.00,41.52,0,121903.92
1,1.00,2,3577.75,1,21,7.00,7.36,0,43021.32
1,1.00,0,15683.89,2,24,1.00,9.28,0,188318.04
1,0.00,0,2500.06,1,24,2.00,26.78,0,30322.08
1,0.00,2,4027.70,1,20,5.00,5.97,0,48404.04
2,0.80,1,3961.91,2,69,2.86,167.00,0,49546.92
2,0.80,4,10258.01,1,35,2.86,2443.24,1,152415.00
2,0.80,4,60739.04,2,33,2.86,2718.51,1,761490.60
1,1.00,0,2267.73,2,24,2.00,30.87,0,27583.20
1,1.00,2,6874.35,1,19,3.00,18.43,0,82713.36
1,1.00,2,2977.88,1,40,1.00,7.72,0,35827.20
2,0.80,4,3183.94,2,31,2.86,996.24,1,50162.16
2,0.80,1,3231.09,2,37,2.86,197.00,0,41137.08
2,0.80,4,16233.77,2,42,2.86,1757.81,1,215898.96
1,1.00,2,42769.30,2,22,2.00,12.46,0,513381.12
1,0.00,0,2187.70,2,31,3.00,12.38,0,26400.96
1,1.00,2,3204.12,1,25,2.00,22.89,0,38724.12
2,0.80,1,17879.63,1,34,2.86,39.00,0,215023.56
2,0.80,4,2646.08,1,18,2.86,761.33,1,40888.92
2,0.80,1,4414.86,2,27,2.86,28.00,0,53314.32
2,0.80,4,3139.20,1,21,2.86,1037.07,1,50115.24
1,0.00,2,5950.68,2,44,2.00,31.62,0,71787.60
1,0.00,0,11560.23,2,38,2.00,32.80,0,139116.36
1,1.00,2,5267.36,2,31,3.00,141.98,0,64912.08
1,1.00,2,3569.58,1,21,7.00,8.17,0,42933.00
2,0.80,1,3172.12,1,25,2.86,32.00,0,38449.44
1,0.00,2,3155.31,2,31,3.00,28.63,0,38207.28
1,1.00,0,60727.17,2,33,2.00,11.87,0,728868.48
1,1.00,0,2913.07,2,22,2.00,21.42,0,35213.88
1,1.00,0,3554.52,1,21,7.00,15.06,0,42834.96
1,0.00,0,4400.72,2,27,2.00,14.14,0,52978.32
2,0.80,4,2099.14,1,53,2.86,970.47,1,36835.32
2,0.80,1,5469.03,2,25,2.86,46.00,0,66180.36
1,0.00,0,6927.24,2,18,3.00,6.17,0,83200.92
1,1.00,2,3111.84,2,31,3.00,43.47,0,37863.72
1,1.00,2,19582.29,1,38,2.00,18.09,0,235204.56
2,0.80,1,1971.14,1,53,2.86,128.00,0,25189.68
2,0.80,1,6615.78,2,52,2.86,93.00,0,80505.36
2,0.80,1,5923.68,2,44,2.86,27.00,0,71408.16
2,0.80,4,2279.63,2,38,2.86,1002.13,1,39381.12
2,0.80,4,21123.41,1,38,2.86,1541.12,1,271974.36
2,0.80,4,2574.74,2,20,2.86,1099.70,1,44093.28
2,0.80,4,4072.15,1,47,2.86,1272.47,1,64135.44
2,0.80,3,2958.07,2,42,2.86,20.00,0,35736.84
2,0.80,4,3019.32,2,23,2.86,982.71,1,48024.36
1,1.00,0,2953.87,1,40,1.00,24.01,0,35734.56
1,1.00,0,2486.64,1,24,2.00,13.42,0,30000.72
1,1.00,2,2905.30,2,22,3.00,7.77,0,34956.84
2,0.80,1,17695.18,1,46,2.86,45.00,0,212882.16
2,0.80,3,34712.29,2,38,2.86,29.00,0,416895.48
2,0.80,1,193426.00,1,40,2.86,29.00,0,2321460.00
1,1.00,2,3991.98,1,20,3.00,21.67,0,48163.80
1,1.00,0,4009.82,1,20,5.00,17.88,0,48332.40
1,0.00,2,9421.60,2,35,5.00,101.43,0,114276.36
1,1.00,2,5224.75,1,34,3.00,432.92,0,67892.04
2,0.80,1,6595.78,2,52,2.86,20.00,0,79389.36
2,0.80,1,7638.22,2,39,2.86,34.00,0,92066.64
2,0.80,3,2492.08,1,18,2.86,154.00,0,31752.96
2,0.80,1,9288.60,2,35,2.86,133.00,0,113059.20
2,0.80,1,6619.74,1,40,2.86,92.00,0,80540.88
1,1.00,0,6550.99,2,19,5.00,7.93,0,78707.04
1,1.00,0,2857.48,2,22,3.00,47.82,0,34863.60
1,1.00,0,3985.28,1,20,3.00,6.70,0,47903.76
2,0.80,1,7276.77,1,19,2.86,153.00,0,89157.24
2,0.80,1,4329.72,2,27,2.86,71.00,0,52808.64
1,1.00,2,1321.33,1,26,1.00,6.76,0,15937.08
1,0.00,0,8023.89,2,21,5.00,10.43,0,96411.84
1,1.00,2,2481.13,1,18,8.00,10.95,0,29904.96
1,1.00,0,4050.76,1,47,5.00,21.39,0,48865.80
2,0.80,1,2817.48,2,22,2.86,40.00,0,34289.76
2,0.80,1,193245.00,1,40,2.86,181.00,0,2321112.00
2,0.80,1,193084.00,1,40,2.86,161.00,0,2318940.00
1,1.00,2,3219.39,1,18,2.00,25.18,0,38934.84
1,0.00,0,60703.71,2,33,2.00,23.46,0,728726.04
1,0.00,2,4922.84,1,34,3.00,301.91,0,62697.00
1,1.00,0,9268.73,2,35,3.00,19.87,0,111463.20
1,1.00,0,6920.62,2,18,1.00,6.62,0,83126.88
1,0.00,0,5007.26,1,34,7.00,195.03,0,62427.48
1,1.00,2,2861.78,1,27,4.00,34.48,0,34755.12
1,0.00,2,2736.02,2,22,3.00,81.46,0,33809.76
1,1.00,0,1300.13,1,26,1.00,21.20,0,15855.96
2,0.80,3,7104.16,2,40,2.86,21.00,0,85501.92
2,0.80,1,8830.47,2,19,2.86,27.00,0,106289.64
2,0.80,1,2071.98,1,43,2.86,29.00,0,25211.76
2,0.80,3,9126.79,2,23,2.86,25.00,0,109821.48
2,0.80,3,8558.44,2,43,2.86,39.00,0,103169.28
1,1.00,2,7983.69,2,21,5.00,40.20,0,96286.68
1,0.00,0,2441.08,1,24,2.00,45.56,0,29839.68
2,0.80,3,262088.86,2,46,2.86,22.00,0,3145330.32
2,0.80,1,5165.38,1,26,2.86,55.00,0,62644.56
2,0.80,1,3992.76,1,47,2.86,58.00,0,48609.12
1,1.00,2,4895.97,1,34,3.00,111.29,0,60087.12
1,1.00,0,1298.54,1,26,2.00,1.59,0,15601.56
1,1.00,0,3372.37,1,26,3.00,42.50,0,40978.44
1,1.00,0,4863.11,1,34,3.00,59.73,0,59074.08
1,1.00,2,3989.26,1,20,5.00,20.56,0,48117.84
2,0.80,3,7569.76,1,39,2.86,25.00,0,91137.12
2,0.80,1,3075.84,2,31,2.86,36.00,0,37342.08
1,0.00,0,2916.50,1,41,2.00,65.71,0,35786.52
1,1.00,2,6902.39,2,18,1.00,18.23,0,83047.44
1,1.00,2,2852.85,1,27,5.00,8.93,0,34341.36
1,1.00,2,2472.78,1,18,4.00,8.35,0,29773.56
1,1.00,0,5087.13,1,19,2.00,9.78,0,61162.92
1,0.00,0,1291.45,1,26,1.00,7.09,0,15582.48
1,1.00,2,3000.29,2,23,3.00,19.03,0,36231.84
1,1.00,0,1280.75,1,26,1.00,10.70,0,15497.40
1,1.00,0,3971.12,1,20,5.00,18.14,0,47871.12
1,1.00,2,5906.28,2,44,2.00,17.40,0,71084.16
1,0.00,0,1268.06,1,26,1.00,12.69,0,15369.00
1,1.00,2,3974.32,1,20,3.00,10.96,0,47823.36
1,1.00,0,7707.46,2,29,5.00,8.86,0,92595.84
2,0.80,1,2921.87,1,40,2.86,32.00,0,35446.44
2,0.80,3,3922.93,1,20,2.86,39.00,0,47543.16
2,0.80,1,3991.69,2,22,2.86,34.00,0,48308.28
2,0.80,1,4300.72,2,27,2.86,29.00,0,51956.64
2,0.80,1,2354.03,2,21,2.86,30.00,0,28608.36
1,1.00,0,2628.93,2,22,2.00,107.09,0,32832.24
1,1.00,2,3961.93,1,20,3.00,12.39,0,47691.84
1,1.00,2,2980.49,2,23,4.00,19.80,0,36003.48
1,1.00,2,1260.30,1,26,1.00,7.76,0,15216.72
2,0.80,4,13030.74,2,23,2.86,3903.95,1,203216.28
1,0.00,2,4501.87,2,20,3.00,13.11,0,54179.76
1,1.00,0,107258.77,2,42,1.00,88.75,0,1288170.24
1,1.00,0,2254.91,2,24,2.00,12.82,0,27212.76
1,0.00,2,4800.04,1,34,5.00,63.07,0,58357.32
1,0.00,0,2833.85,1,27,5.00,19.00,0,34234.20
1,1.00,2,5880.15,2,44,2.00,26.13,0,70875.36
1,1.00,2,2210.38,2,24,2.00,44.53,0,27058.92
1,0.00,0,3379.53,1,30,2.00,33.20,0,40952.76
2,0.80,4,7208.00,1,23,2.86,1626.48,1,106013.76
2,0.80,1,5119.38,1,26,2.86,46.00,0,61984.56
2,0.80,3,2776.85,1,27,2.86,57.00,0,34006.20
2,0.80,4,6224.19,2,22,2.86,983.36,1,86490.60
1,1.00,0,6621.37,2,26,2.00,29.94,0,79815.72
1,0.00,2,2974.84,2,23,3.00,5.65,0,35765.88
1,0.00,0,6605.73,2,26,3.00,15.64,0,79456.44
2,0.80,4,3618.46,2,24,2.86,1408.08,1,60318.48
2,0.80,4,3140.02,1,43,2.86,1068.04,1,50496.72
1,1.00,2,5858.86,2,44,2.00,21.29,0,70561.80
1,1.00,2,9249.01,2,35,5.00,19.72,0,111224.76
1,1.00,2,2766.16,1,27,5.00,10.69,0,33322.20
2,0.80,4,2273.97,1,26,2.86,1013.67,1,39451.68
2,0.80,1,7651.46,2,29,2.86,56.00,0,92489.52
1,1.00,0,2423.22,1,24,2.00,17.86,0,29292.96
1,1.00,0,4260.28,2,27,2.00,40.44,0,51608.64
1,1.00,2,2867.09,1,41,2.00,49.41,0,34998.00
1,1.00,2,2315.97,2,37,1.00,18.27,0,28010.88
1,1.00,2,2337.44,1,24,3.00,85.78,0,29078.64
1,1.00,2,2267.30,2,38,3.00,12.33,0,27355.56
1,1.00,2,3191.24,1,18,5.00,28.15,0,38632.68
2,0.80,1,2436.78,1,18,2.86,36.00,0,29673.36
2,0.80,1,34677.29,2,38,2.86,35.00,0,416547.48
1,0.00,0,2268.89,2,37,1.00,47.08,0,27791.64
1,0.00,0,3544.05,1,21,2.00,10.47,0,42654.24
1,0.00,0,2250.25,2,38,3.00,17.05,0,27207.60
1,1.00,2,2332.00,1,24,2.00,5.44,0,28049.28
1,1.00,0,3955.17,1,47,5.00,37.59,0,47913.12
1,1.00,0,2262.04,1,26,1.00,11.93,0,27287.64
1,1.00,2,2242.15,2,38,3.00,8.10,0,27003.00
1,1.00,2,2307.21,1,24,2.00,24.79,0,27984.00
1,1.00,0,3573.36,2,24,3.00,45.10,0,43421.52
1,1.00,2,4873.63,1,34,7.00,22.34,0,58751.64
2,0.80,1,7928.69,2,21,2.86,55.00,0,95804.28
2,0.80,4,21761.07,1,34,2.86,3903.73,1,307977.60
2,0.80,1,3887.93,1,20,2.86,35.00,0,47075.16
2,0.80,4,3937.74,2,26,2.86,1098.91,1,60439.80
2,0.80,4,54662.07,2,38,2.86,2647.38,1,687713.40
1,1.00,2,17857.34,1,34,1.00,22.29,0,214555.56
1,1.00,2,3954.74,1,20,5.00,16.38,0,47653.44
1,1.00,2,5077.66,1,19,2.00,9.47,0,61045.56
1,1.00,2,4854.95,1,34,7.00,18.68,0,58483.56
2,0.80,4,4537.68,1,30,2.86,1158.15,1,68349.96
2,0.80,4,5005.03,2,69,2.86,1043.12,1,72577.80
2,0.80,1,2595.93,2,22,2.86,33.00,0,31547.16
2,0.80,4,5283.42,1,20,2.86,1395.49,1,80146.92
2,0.80,4,10709.36,2,39,2.86,3071.14,1,165366.00
2,0.80,1,5069.38,1,26,2.86,50.00,0,61432.56
1,1.00,0,4776.07,1,34,3.00,23.97,0,57600.48
1,1.00,2,2237.72,1,26,1.00,24.32,0,27144.48
1,0.00,2,6566.32,2,52,5.00,29.46,0,79149.36
1,1.00,2,3108.35,1,21,5.00,30.85,0,37670.40
1,0.00,2,2748.14,1,27,5.00,18.02,0,33193.92
1,1.00,2,2234.37,1,26,3.00,3.35,0,26852.64
2,0.80,1,3609.65,1,24,2.86,46.00,0,43867.80
1,0.00,0,60670.04,2,33,2.00,33.67,0,728444.52
1,1.00,0,5629.30,2,44,2.00,229.56,0,70306.32
2,0.80,1,10661.36,2,39,2.86,48.00,0,128512.32
1,0.00,2,2229.05,1,26,1.00,5.32,0,26812.44
1,1.00,0,2218.14,1,26,1.00,10.91,0,26748.60
1,1.00,0,1644.48,1,26,3.00,573.66,0,26617.68
1,1.00,2,3147.01,1,25,5.00,25.11,0,38065.44
1,1.00,0,1627.20,1,26,1.00,17.28,0,19733.76
2,0.80,1,8813.47,2,19,2.86,17.00,0,105965.64
2,0.80,1,7175.00,1,23,2.86,33.00,0,86496.00
2,0.80,3,2715.14,1,27,2.86,33.00,0,32977.68
2,0.80,5,36049.74,2,42,2.86,36.00,0,433028.88
1,1.00,0,4724.96,1,34,3.00,51.11,0,57312.84
1,0.00,2,9230.12,2,35,5.00,18.89,0,110988.12
2,0.80,3,2824.09,1,41,2.86,43.00,0,34405.08
2,0.80,5,4193.28,2,27,2.86,67.00,0,51123.36
1,1.00,2,3140.75,1,25,5.00,6.26,0,37764.12
1,0.00,2,3083.55,1,21,3.00,24.80,0,37300.20
1,0.00,0,6537.65,2,52,3.00,28.67,0,78795.84
2,0.80,1,6841.35,1,19,2.86,33.00,0,82492.20
1,1.00,0,3136.18,1,25,5.00,4.57,0,37689.00
1,1.00,0,60649.61,2,33,2.00,20.43,0,728040.48
2,0.80,1,3908.74,2,26,2.86,29.00,0,47252.88
2,0.80,1,10629.36,2,39,2.86,32.00,0,127936.32
2,0.80,1,7612.46,2,29,2.86,39.00,0,91817.52
1,1.00,0,2701.76,1,27,5.00,13.38,0,32581.68
1,1.00,2,2810.64,1,41,2.00,13.45,0,33889.08
1,0.00,0,42753.46,2,22,2.00,15.84,0,513231.60
1,1.00,2,2293.59,1,24,2.00,13.62,0,27686.52
1,1.00,2,2261.15,2,37,1.00,7.74,0,27226.68
1,1.00,0,5059.17,1,19,2.00,18.49,0,60931.92
1,1.00,2,107171.87,2,42,3.00,86.90,0,1287105.24
1,1.00,2,3941.53,1,20,3.00,13.21,0,47456.88
2,0.80,3,8542.44,2,43,2.86,16.00,0,102701.28
2,0.80,1,62242.22,2,40,2.86,47.00,0,747470.64
2,0.80,1,2209.15,2,37,2.86,52.00,0,27133.80
2,0.80,1,9099.20,2,20,2.86,39.00,0,109658.40
2,0.80,1,2788.64,1,41,2.86,22.00,0,33727.68
1,1.00,2,2203.22,2,37,1.00,5.93,0,26509.80
1,1.00,0,21750.61,1,34,8.00,10.46,0,261132.84
2,0.80,1,8780.47,2,19,2.86,33.00,0,105761.64
2,0.80,1,2185.22,2,37,2.86,18.00,0,26438.64
1,1.00,2,6497.75,2,52,5.00,39.90,0,78451.80
2,0.80,1,3090.18,1,25,2.86,46.00,0,37634.16
2,0.80,1,6517.76,1,30,2.86,47.00,0,78777.12
1,0.00,0,2169.21,2,37,2.00,16.01,0,26222.64
2,0.80,1,10225.01,1,35,2.86,33.00,0,123096.12
2,0.80,3,7226.85,1,19,2.86,22.00,0,86986.20
1,0.00,0,7248.85,1,19,2.00,27.92,0,87321.24
2,0.80,1,3097.02,1,43,2.86,43.00,0,37680.24
1,1.00,2,3934.37,1,47,5.00,20.80,0,47462.04
1,0.00,2,2339.33,2,21,1.00,14.70,0,28248.36
1,1.00,2,2307.67,2,21,2.00,31.66,0,28071.96
1,1.00,0,60620.55,2,33,2.00,29.06,0,727795.32
1,1.00,0,2676.03,1,27,5.00,25.73,0,32421.12
1,1.00,2,21691.61,1,34,3.00,59.00,0,261007.32
2,0.80,1,21664.61,1,34,2.86,27.00,0,260299.32
2,0.80,3,3505.05,1,21,2.86,39.00,0,42528.60
1,1.00,0,2285.91,1,24,2.00,7.68,0,27523.08
1,1.00,2,6892.66,2,18,1.00,9.73,0,82828.68
1,1.00,2,2773.11,1,41,4.00,15.53,0,33463.68
1,1.00,0,107130.36,2,42,1.00,41.51,0,1286062.44
1,1.00,2,2589.40,1,27,5.00,86.63,0,32112.36
1,0.00,0,4729.71,1,34,7.00,125.24,0,58259.40
1,0.00,2,60598.72,2,33,2.00,21.83,0,727446.60
1,0.00,2,6483.79,2,52,3.00,13.96,0,77973.00
1,1.00,2,2431.93,1,18,3.00,4.85,0,29241.36
1,1.00,2,21651.58,1,34,3.00,13.03,0,259975.32
1,1.00,0,9089.09,2,20,4.00,10.11,0,109190.40
1,1.00,0,6459.55,2,52,5.00,24.24,0,77805.48
2,0.80,1,3532.36,2,24,2.86,41.00,0,42880.32
2,0.80,4,5990.09,1,26,2.86,920.71,1,82929.60
2,0.80,3,4477.87,2,20,2.86,24.00,0,54022.44
2,0.80,1,3888.37,1,47,2.86,46.00,0,47212.44
1,1.00,2,3929.07,1,20,4.00,12.46,0,47298.36
1,1.00,0,2297.48,2,21,2.00,10.19,0,27692.04
1,1.00,2,9154.81,2,35,3.00,75.31,0,110761.44
1,1.00,0,2287.38,2,21,2.00,10.10,0,27569.76
1,1.00,0,2160.55,2,37,1.00,8.66,0,26030.52
1,0.00,2,3927.02,1,20,5.00,2.05,0,47148.84
1,1.00,0,12836.34,2,23,3.00,194.40,0,156368.88
2,0.80,4,53173.80,2,78,2.86,782.42,1,647474.64
2,0.80,5,193043.00,1,40,2.86,41.00,0,2317008.00
2,0.80,1,2252.38,2,21,2.86,35.00,0,27448.56
1,1.00,2,60545.28,2,33,2.00,53.44,0,727184.64
1,1.00,2,2579.43,1,27,5.00,9.97,0,31072.80
1,1.00,2,3423.34,2,24,2.00,109.02,0,42388.32
1,0.00,2,60519.11,2,33,2.00,26.17,0,726543.36
2,0.80,4,6210.42,2,22,2.86,2218.73,1,101149.80
2,0.80,1,5261.91,2,20,2.86,15.00,0,63322.92
1,1.00,2,5612.81,2,44,2.00,16.49,0,67551.60
1,1.00,0,3354.02,2,24,2.00,69.32,0,41080.08
1,1.00,0,7596.19,2,29,3.00,16.27,0,91349.52
2,0.80,1,10569.36,2,39,2.86,60.00,0,127552.32
2,0.80,4,3362.02,2,30,2.86,1808.62,1,62047.68
1,0.00,0,5602.69,2,44,3.00,10.12,0,67353.72
1,1.00,2,15672.85,2,24,1.00,11.04,0,188206.68
1,1.00,2,3909.27,1,20,5.00,17.75,0,47124.24
1,0.00,2,4714.59,1,34,7.00,15.12,0,56756.52
1,1.00,0,4965.62,2,69,2.00,39.41,0,60060.36
1,1.00,0,3081.05,1,25,5.00,9.13,0,37082.16
2,0.80,4,4366.17,2,44,2.86,596.33,1,59550.00
2,0.80,1,2888.87,1,40,2.86,33.00,0,35062.44
2,0.80,4,8039.71,2,26,2.86,1433.98,1,113684.28
1,0.00,0,2214.80,2,38,3.00,27.35,0,26905.80
1,1.00,0,2250.84,1,24,2.00,35.07,0,27430.92
1,0.00,2,6502.56,1,30,4.00,15.20,0,78213.12
1,1.00,0,21644.17,1,34,4.00,7.41,0,259818.96
1,1.00,0,12687.58,2,23,3.00,148.76,0,154036.08
1,1.00,2,15658.11,2,24,3.00,14.74,0,188074.20
1,1.00,0,2210.63,2,38,3.00,4.17,0,26577.60
1,1.00,2,2197.34,2,38,3.00,13.29,0,26527.56
1,0.00,0,6880.80,2,18,1.00,11.86,0,82711.92
1,1.00,2,2565.91,1,27,4.00,13.52,0,30953.16
1,1.00,0,15646.46,2,24,3.00,11.65,0,187897.32
2,0.80,4,2907.30,1,43,2.86,1630.36,1,54451.92
2,0.80,4,4147.84,2,37,2.86,916.75,1,60775.08
1,1.00,2,6585.86,1,40,2.00,33.88,0,79436.88
1,1.00,0,2175.00,2,38,3.00,22.34,0,26368.08
1,0.00,2,3478.44,1,21,7.00,26.61,0,42060.60
1,1.00,2,2563.12,1,27,3.00,2.79,0,30790.92
1,0.00,0,5584.54,2,44,2.00,18.15,0,67232.28
1,1.00,2,3861.04,1,20,5.00,48.23,0,46911.24
1,1.00,0,2552.06,1,27,5.00,11.06,0,30757.44
2,0.80,1,5550.44,2,44,2.86,15.00,0,66785.28
2,0.80,1,4164.28,2,27,2.86,29.00,0,50319.36
2,0.80,4,45948.47,2,22,2.86,3195.01,1,589721.76
2,0.80,1,4677.59,1,34,2.86,37.00,0,56575.08
2,0.80,4,3312.68,1,35,2.86,725.32,1,48456.00
1,1.00,0,2082.12,2,38,5.00,92.88,0,26100.00
1,1.00,2,2072.55,2,38,3.00,9.57,0,24985.44
1,0.00,2,15515.16,2,24,1.00,131.30,0,187757.52
1,1.00,0,7587.30,2,29,5.00,8.89,0,91154.28
1,0.00,2,5565.44,2,44,2.00,19.10,0,67014.48
2,0.80,1,12646.58,2,23,2.86,41.00,0,152250.96
2,0.80,1,4562.48,2,38,2.86,49.00,0,55337.76
2,0.80,1,193022.00,1,40,2.86,21.00,0,2316516.00
1,1.00,2,5526.45,2,44,2.00,23.99,0,66605.28
1,1.00,2,3859.50,2,26,5.00,49.24,0,46904.88
1,1.00,2,2823.49,1,21,7.00,654.95,0,41741.28
2,0.80,1,2022.55,2,38,2.86,50.00,0,24870.60
2,0.80,1,262038.86,2,46,2.86,50.00,0,3145066.32
1,1.00,0,10035.06,2,28,3.00,82.08,0,121405.68
1,1.00,2,3851.91,1,47,2.00,36.46,0,46660.44
1,1.00,0,3064.91,2,31,3.00,10.93,0,36910.08
1,1.00,0,3793.37,1,47,4.00,58.54,0,46222.92
1,0.00,2,7891.28,2,21,5.00,37.41,0,95144.28
1,1.00,0,6547.85,2,19,5.00,3.14,0,78611.88
2,0.80,1,5485.45,2,44,2.86,41.00,0,66317.40
1,1.00,0,3272.39,1,35,3.00,40.29,0,39752.16
1,1.00,0,3317.47,2,24,2.00,36.55,0,40248.24
1,1.00,0,5989.04,1,25,1.00,14.18,0,72038.64
2,0.80,5,9940.93,2,28,2.86,58.00,0,119987.16
1,1.00,2,2233.85,1,24,2.00,16.99,0,27010.08
1,1.00,2,6425.54,2,52,5.00,34.01,0,77514.60
1,1.00,2,9998.93,2,28,1.00,36.13,0,120420.72
1,0.00,2,6398.29,2,52,5.00,27.25,0,77106.48
1,0.00,0,2005.24,2,38,3.00,17.31,0,24270.60
2,0.80,1,5957.04,1,25,2.86,32.00,0,71868.48
2,0.80,1,9118.81,2,35,2.86,36.00,0,109857.72
2,0.80,1,3339.37,1,26,2.86,33.00,0,40468.44
1,1.00,2,2216.27,1,24,1.00,17.58,0,26806.20
1,1.00,2,21562.11,1,34,4.00,82.06,0,259730.04
1,1.00,0,6849.03,2,18,1.00,31.77,0,82569.60
2,0.80,1,7517.76,1,39,2.86,52.00,0,90837.12
2,0.80,1,7721.19,2,35,2.86,1551.00,0,111266.28
2,0.80,3,60460.11,2,33,2.86,59.00,0,726229.32
1,1.00,0,9855.12,2,28,2.00,85.81,0,119291.16
1,1.00,0,6540.36,2,19,5.00,7.49,0,78574.20
1,0.00,2,2001.99,2,38,3.00,3.25,0,24062.88
1,0.00,0,6534.18,2,19,3.00,6.18,0,78484.32
1,1.00,0,2927.44,2,23,3.00,47.40,0,35698.08
1,0.00,2,1619.64,1,26,3.00,7.56,0,19526.40
1,0.00,2,11537.37,2,38,2.00,22.86,0,138722.76
1,0.00,2,2185.90,1,24,2.00,30.37,0,26595.24
1,1.00,2,1951.10,2,38,3.00,50.89,0,24023.88
2,0.80,3,1271.49,1,21,2.86,1552.00,0,33881.88
1,1.00,2,5478.84,2,44,2.00,6.61,0,65825.40
1,1.00,0,5450.18,2,44,2.00,28.66,0,65746.08
2,0.80,1,4503.48,2,38,2.86,59.00,0,54749.76
2,0.80,1,15472.16,2,24,2.86,43.00,0,186181.92
2,0.80,1,8519.44,2,43,2.86,23.00,0,102509.28
2,0.80,1,6801.35,1,19,2.86,40.00,0,82096.20
1,1.00,2,2129.18,2,37,1.00,31.37,0,25926.60
1,0.00,0,2934.36,2,31,3.00,130.55,0,36778.92
1,1.00,0,21551.20,1,34,8.00,10.91,0,258745.32
2,0.80,1,36452.93,2,28,2.86,65.00,0,438215.16
2,0.80,1,5441.03,2,25,2.86,28.00,0,65628.36
2,0.80,1,3055.55,1,21,2.86,28.00,0,37002.60
1,1.00,2,4936.17,2,69,2.00,29.45,0,59587.44
2,0.80,1,8502.44,2,43,2.86,17.00,0,102233.28
1,0.00,2,6390.62,2,52,5.00,7.67,0,76779.48
1,1.00,2,3046.77,1,21,3.00,8.78,0,36666.60
1,1.00,2,1943.73,2,38,3.00,7.37,0,23413.20
1,1.00,0,6450.97,1,30,4.00,51.59,0,78030.72
1,1.00,2,1797.44,1,64,2.00,13.22,0,21727.92
1,1.00,2,1262.45,1,21,7.00,9.04,0,15257.88
1,1.00,2,1249.32,1,21,7.00,13.13,0,15149.40
1,1.00,2,4140.02,2,27,2.00,24.26,0,49971.36
1,1.00,0,2907.29,2,23,3.00,20.15,0,35129.28
1,1.00,2,3786.23,2,22,4.00,16.90,0,45637.56
1,1.00,0,8474.38,2,43,2.00,28.06,0,102029.28
1,1.00,2,2408.92,1,18,8.00,23.01,0,29183.16
1,1.00,2,21525.61,1,34,8.00,25.59,0,258614.40
1,1.00,2,1610.49,1,26,1.00,9.15,0,19435.68
1,1.00,2,2896.62,2,23,3.00,10.67,0,34887.48
2,0.80,1,60410.11,2,33,2.86,50.00,0,725521.32
1,1.00,2,1601.06,1,26,3.00,9.43,0,19325.88
1,0.00,0,3305.68,2,24,2.00,11.79,0,39809.64
2,0.80,3,3257.22,1,21,2.86,66.00,0,39878.64
2,0.80,1,2740.11,1,41,2.86,33.00,0,33277.32
2,0.80,3,2889.30,1,43,2.86,18.00,0,34887.60
2,0.80,4,36558.24,2,38,2.86,1880.95,1,461270.28
1,1.00,0,1589.81,1,26,1.00,11.25,0,19212.72
1,0.00,0,7881.98,2,21,5.00,9.30,0,94695.36
1,1.00,0,2558.14,2,20,2.00,16.60,0,30896.88
1,1.00,0,3035.41,1,21,5.00,11.36,0,36561.24
1,1.00,2,1236.03,1,21,7.00,13.29,0,14991.84
1,1.00,2,1585.15,1,26,1.00,4.66,0,19077.72
1,1.00,0,4707.48,1,34,5.00,17.48,0,56699.52
1,0.00,0,11476.07,2,38,2.00,61.30,0,138448.44
2,0.80,1,21509.61,1,34,2.86,16.00,0,258307.32
2,0.80,4,4999.83,1,20,2.86,1138.79,1,73663.44
2,0.80,4,3046.63,2,37,2.86,917.45,1,47568.96
1,0.00,0,2161.47,1,24,2.00,24.43,0,26230.80
1,1.00,2,9648.09,2,28,2.00,207.03,0,118261.44
2,0.80,4,5280.90,1,21,2.86,2023.68,1,87654.96
2,0.80,4,10176.40,2,52,2.86,3785.78,1,167546.16
2,0.80,4,2373.44,1,64,2.86,576.00,1,35393.28
2,0.80,4,4306.38,1,25,2.86,1225.33,1,66380.52
